rank,file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
258,NB_FP_0182.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0182.pdb,True,0,-8.0,1.4e-06,39,1.0,8.0,7.0,1.0,10.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0182_model0
[+] No. of intermolecular contacts: 39
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 43.96
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-06
",
259,NB_FP_0076.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0076.pdb,True,0,-8.0,1.4e-06,49,5.0,4.0,9.0,1.0,7.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0076_model0
[+] No. of intermolecular contacts: 49
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 7.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 43.16
[+] Percentage of charged NIS residues: 19.26
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-06
",
260,NB_FP_0191.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0191.pdb,True,0,-8.0,1.4e-06,47,1.0,6.0,8.0,3.0,11.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0191_model0
[+] No. of intermolecular contacts: 47
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 44.04
[+] Percentage of charged NIS residues: 18.35
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-06
",
261,NB_FP_0080.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0080.pdb,True,0,-8.0,1.4e-06,32,1.0,4.0,15.0,2.0,7.0,3.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0080_model0
[+] No. of intermolecular contacts: 32
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 15.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 7.0
[+] No. of apolar-apolar contacts: 3.0
[+] Percentage of apolar NIS residues: 42.76
[+] Percentage of charged NIS residues: 20.00
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-06
",
262,NB_FP_0272.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0272.pdb,True,0,-8.0,1.3e-06,53,1.0,3.0,8.0,9.0,17.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0272_model0
[+] No. of intermolecular contacts: 53
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 44.75
[+] Percentage of charged NIS residues: 18.49
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.3e-06
",
263,NB_FP_0196.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0196.pdb,True,0,-8.0,1.3e-06,50,2.0,4.0,6.0,12.0,19.0,7.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0196_model0
[+] No. of intermolecular contacts: 50
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 12.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 7.0
[+] Percentage of apolar NIS residues: 43.15
[+] Percentage of charged NIS residues: 18.95
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.3e-06
",
264,NB_FP_0127.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0127.pdb,True,0,-8.0,1.3e-06,40,0.0,1.0,7.0,5.0,14.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0127_model0
[+] No. of intermolecular contacts: 40
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 1.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 43.96
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):     -8.0
[++] Predicted dissociation constant (M) at 25.0˚C:  1.3e-06
",
265,NB_FP_0217.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0217.pdb,True,0,-7.9,1.6e-06,38,4.0,3.0,7.0,3.0,9.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0217_model0
[+] No. of intermolecular contacts: 38
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 9.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 42.24
[+] Percentage of charged NIS residues: 19.41
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.6e-06
",
266,NB_FP_0137.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0137.pdb,True,0,-7.9,1.5e-06,42,1.0,4.0,6.0,4.0,13.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0137_model0
[+] No. of intermolecular contacts: 42
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 44.13
[+] Percentage of charged NIS residues: 19.01
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.5e-06
",
267,NB_FP_0157.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0157.pdb,True,0,-7.9,1.6e-06,44,0.0,8.0,9.0,3.0,11.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0157_model0
[+] No. of intermolecular contacts: 44
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 44.27
[+] Percentage of charged NIS residues: 18.58
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.6e-06
",
268,NB_FP_0007.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0007.pdb,True,0,-7.9,1.5e-06,35,2.0,3.0,8.0,1.0,9.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0007_model0
[+] No. of intermolecular contacts: 35
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 9.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 44.29
[+] Percentage of charged NIS residues: 18.49
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.5e-06
",
269,NB_FP_0120.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0120.pdb,True,0,-7.9,1.6e-06,40,0.0,3.0,5.0,4.0,13.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0120_model0
[+] No. of intermolecular contacts: 40
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 5.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 43.91
[+] Percentage of charged NIS residues: 18.16
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.6e-06
",
270,NB_FP_0204.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0204.pdb,True,0,-7.9,1.5e-06,44,2.0,5.0,11.0,5.0,11.0,10.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0204_model0
[+] No. of intermolecular contacts: 44
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 10.0
[+] Percentage of apolar NIS residues: 43.81
[+] Percentage of charged NIS residues: 19.04
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.5e-06
",
271,NB_FP_0260.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0260.pdb,True,0,-7.9,1.7e-06,37,4.0,6.0,4.0,5.0,12.0,6.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0260_model0
[+] No. of intermolecular contacts: 37
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 6.0
[+] Percentage of apolar NIS residues: 42.53
[+] Percentage of charged NIS residues: 19.31
[++] Predicted binding affinity (kcal.mol-1):     -7.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.7e-06
",
272,NB_FP_0223.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0223.pdb,True,0,-7.8,2.0e-06,33,2.0,7.0,7.0,3.0,10.0,4.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0223_model0
[+] No. of intermolecular contacts: 33
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 4.0
[+] Percentage of apolar NIS residues: 43.58
[+] Percentage of charged NIS residues: 18.81
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.0e-06
",
273,NB_FP_0006.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0006.pdb,True,0,-7.8,1.9e-06,32,2.0,3.0,5.0,2.0,10.0,10.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0006_model0
[+] No. of intermolecular contacts: 32
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 5.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 10.0
[+] Percentage of apolar NIS residues: 43.02
[+] Percentage of charged NIS residues: 19.45
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.9e-06
",
274,NB_FP_0295.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0295.pdb,True,0,-7.8,1.8e-06,49,0.0,2.0,8.0,0.0,8.0,31.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0295_model0
[+] No. of intermolecular contacts: 49
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 2.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 0.0
[+] No. of apolar-polar contacts: 8.0
[+] No. of apolar-apolar contacts: 31.0
[+] Percentage of apolar NIS residues: 43.29
[+] Percentage of charged NIS residues: 19.21
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.8e-06
",
275,NB_FP_0215.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0215.pdb,True,0,-7.8,2.0e-06,38,1.0,6.0,5.0,2.0,11.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0215_model0
[+] No. of intermolecular contacts: 38
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 5.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 44.47
[+] Percentage of charged NIS residues: 18.51
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.0e-06
",
276,NB_FP_0298.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0298.pdb,True,0,-7.8,2.0e-06,47,1.0,3.0,9.0,4.0,10.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0298_model0
[+] No. of intermolecular contacts: 47
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 43.35
[+] Percentage of charged NIS residues: 18.58
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.0e-06
",
277,NB_FP_0221.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0221.pdb,True,0,-7.8,1.8e-06,49,0.0,1.0,12.0,2.0,8.0,26.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0221_model0
[+] No. of intermolecular contacts: 49
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 1.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 8.0
[+] No. of apolar-apolar contacts: 26.0
[+] Percentage of apolar NIS residues: 43.74
[+] Percentage of charged NIS residues: 18.45
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.8e-06
",
278,NB_FP_0005.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0005.pdb,True,0,-7.8,2.0e-06,40,2.0,7.0,8.0,3.0,10.0,10.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0005_model0
[+] No. of intermolecular contacts: 40
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 10.0
[+] Percentage of apolar NIS residues: 43.95
[+] Percentage of charged NIS residues: 19.07
[++] Predicted binding affinity (kcal.mol-1):     -7.8
[++] Predicted dissociation constant (M) at 25.0˚C:  2.0e-06
",
279,NB_FP_0262.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0262.pdb,True,0,-7.7,2.4e-06,42,0.0,2.0,8.0,6.0,12.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0262_model0
[+] No. of intermolecular contacts: 42
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 2.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 43.25
[+] Percentage of charged NIS residues: 18.54
[++] Predicted binding affinity (kcal.mol-1):     -7.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-06
",
280,NB_FP_0220.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0220.pdb,True,0,-7.7,2.3e-06,27,0.0,3.0,2.0,6.0,15.0,1.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0220_model0
[+] No. of intermolecular contacts: 27
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 2.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 1.0
[+] Percentage of apolar NIS residues: 43.67
[+] Percentage of charged NIS residues: 18.33
[++] Predicted binding affinity (kcal.mol-1):     -7.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.3e-06
",
281,NB_FP_0099.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0099.pdb,True,0,-7.7,2.1e-06,39,2.0,5.0,13.0,1.0,6.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0099_model0
[+] No. of intermolecular contacts: 39
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 6.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 43.91
[+] Percentage of charged NIS residues: 19.31
[++] Predicted binding affinity (kcal.mol-1):     -7.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.1e-06
",
282,NB_FP_0173.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0173.pdb,True,0,-7.7,2.1e-06,47,3.0,5.0,14.0,2.0,5.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0173_model0
[+] No. of intermolecular contacts: 47
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 5.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 42.69
[+] Percentage of charged NIS residues: 19.26
[++] Predicted binding affinity (kcal.mol-1):     -7.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.1e-06
",
